Type,Invoice Code,Invoice Date,Brand Name,Product Code,Qty,Unit Price,Price Before Discount,Price After Discount,Cost,GP,GP Before Disc,Currency
IV,2983214,2018-09-24,NetApp BV,X6562-R6,8,0.00,0.00,0.00,1920.02,-1920.02,-1920.02,Thai Baht
IV,2983214,2018-09-24,NetApp BV,SW-2-CL-BASE,1,1533000.00,1533000.00,1533000.00,0.00,1533000.00,1533000.00,Thai Baht
IV,2983214,2018-09-24,NetApp BV,X6588-R6,8,0.00,0.00,0.00,56715.31,-56715.31,-56715.31,Thai Baht
IV,2983214,2018-09-24,NetApp BV,SW-2-CL-LICENSEMGR,1,0.00,0.00,0.00,0.00,0.00,0.00,Thai Baht
IV,2983214,2018-09-24,NetApp BV,SW-2-CL-LICENSEMGR,2,0.00,0.00,0.00,0.00,0.00,0.00,Thai Baht
IV,2983214,2018-09-24,NetApp BV,SW-2-SC-FOUNDATION,2,0.00,0.00,0.00,0.00,0.00,0.00,Thai Baht
IV,2983214,2018-09-24,NetApp BV,SRESTORE-01-C,2,0.00,0.00,0.00,0.00,0.00,0.00,Thai Baht
IV,2983214,2018-09-24,NetApp BV,X800-42U-R6,4,0.00,0.00,0.00,0.00,0.00,0.00,Thai Baht
IV,2983214,2018-09-24,NetApp BV,CS-S-SSP-4D,2,0.00,0.00,0.00,194387.14,-194387.14,-194387.14,Thai Baht
IV,2983214,2018-09-24,NetApp BV,X800D-R6,4,0.00,0.00,0.00,0.00,0.00,0.00,Thai Baht
IV,2983214,2018-09-24,NetApp BV,X800-42U-R6,2,0.00,0.00,0.00,0.00,0.00,0.00,Thai Baht
IV,2983214,2018-09-24,NetApp BV,CS-S-SSP-4D,1,0.00,0.00,0.00,69657.55,-69657.55,-69657.55,Thai Baht
IV,2983214,2018-09-24,NetApp BV,X800D-R6,2,0.00,0.00,0.00,0.00,0.00,0.00,Thai Baht
IV,2983214,2018-09-24,NetApp BV,FAS2620-SYS-SC,2,0.00,0.00,0.00,0.00,0.00,0.00,Thai Baht
IV,2983214,2018-09-24,NetApp BV,FAS2620A-HA-SSA,4,0.00,0.00,0.00,0.00,0.00,0.00,Thai Baht
IV,2983214,2018-09-24,NetApp BV,FAS2620A-002-SC,4,0.00,0.00,0.00,0.00,0.00,0.00,Thai Baht
IV,2983214,2018-09-24,NetApp BV,SW-2-2620A-NVE-C,4,0.00,0.00,0.00,0.00,0.00,0.00,Thai Baht
IV,2983214,2018-09-24,NetApp BV,FAS2620A-EXP-101,2,0.00,0.00,0.00,512746.86,-512746.86,-512746.86,Thai Baht
IV,2983214,2018-09-24,NetApp BV,OS-ONTAP1-CAP1-PREM-1P-P,960,0.00,0.00,0.00,982017.79,-982017.79,-982017.79,Thai Baht
IV,2983248,2018-09-24,Huawei Enterprise,"98,010,580.00 ",2,5500.00,11000.00,11000.00,9840.01,1159.99,1159.99,Thai Baht
IV,2983248,2018-09-24,Huawei Enterprise,"98,010,592.00 ",1,10200.00,10200.00,10200.00,9244.30,955.70,955.70,Thai Baht
IV,2983248,2018-09-24,Huawei Enterprise,02350CWC,1,141200.00,141200.00,141200.00,138509.00,2691.00,2691.00,Thai Baht
IV,2983248,2018-09-24,Huawei Enterprise,"21,242,247.00 ",1,1000.00,1000.00,1000.00,938.10,61.90,61.90,Thai Baht
IV,2983248,2018-09-24,Huawei Enterprise,"21,242,247.00 ",1,1000.00,1000.00,1000.00,938.06,61.94,61.94,Thai Baht
IV,2983248,2018-09-24,Huawei Enterprise,0302G3A7,1,28800.00,28800.00,28800.00,31147.06,-2347.06,-2347.06,Thai Baht
IV,2983248,2018-09-24,Huawei Enterprise,"2,358,140.00 ",1,11900.00,11900.00,11900.00,10766.63,1133.37,1133.37,Thai Baht
IV,2983248,2018-09-24,Huawei Enterprise,"2,131,122.00 ",1,3900.00,3900.00,3900.00,3530.05,369.95,369.95,Thai Baht
IV,2983248,2018-09-24,Huawei Enterprise,0235G7G4,1,265300.00,265300.00,265300.00,251487.13,13812.87,13812.87,Thai Baht
IV,2983248,2018-09-24,Huawei Enterprise,0302G3A7,1,32700.00,32700.00,32700.00,34680.45,-1980.45,-1980.45,Thai Baht
IV,2983248,2018-09-24,Huawei Enterprise,0235G7GC,1,5800.00,5800.00,5800.00,5206.81,593.19,593.19,Thai Baht
IV,2983248,2018-09-24,Huawei Enterprise,8170G0J9,1,100.00,100.00,100.00,0.00,100.00,100.00,Thai Baht
IV,2983248,2018-09-24,Huawei Enterprise,8270G9XC,1,53300.00,53300.00,53300.00,48437.83,4862.17,4862.17,Thai Baht
IV,2983248,2018-09-24,Huawei Enterprise,"82,704,105.00 ",1,23200.00,23200.00,23200.00,21059.92,2140.08,2140.08,Thai Baht
IV,2983248,2018-09-24,Huawei Enterprise,50083102-88134UGQ-12,1,500.00,500.00,500.00,413.32,86.68,86.68,Thai Baht
IV,2983248,2018-09-24,Huawei Enterprise,98010580-88134UGQ-12,2,400.00,800.00,800.00,564.30,235.70,235.70,Thai Baht
IV,2983248,2018-09-24,Huawei Enterprise,98010592-88134UGQ-12,1,600.00,600.00,600.00,530.15,69.85,69.85,Thai Baht
IV,2983248,2018-09-24,Huawei Enterprise,02350CWC-88134UGQ-12,1,11700.00,11700.00,11700.00,10150.97,1549.03,1549.03,Thai Baht
IV,2983248,2018-09-24,Huawei Enterprise,0235G7G4-88134UGQ-12,1,43500.00,43500.00,43500.00,37863.67,5636.33,5636.33,Thai Baht
IV,2983248,2018-09-24,Huawei Enterprise,"50,083,102.00 ",1,5100.00,5100.00,5100.00,4094.99,1005.01,1005.01,Thai Baht
IV,2983248,2018-09-24,Huawei Enterprise,"2,220,867.00 ",1,300.00,300.00,300.00,259.34,40.66,40.66,Thai Baht
IV,2983303,2018-09-24,Veritas,13112-M0032,1,29530.00,29530.00,29530.00,25726.02,3803.98,3803.98,Thai Baht
IV,2983307,2018-09-24,Symantec Enterprise,SEP-NEW-100-250,120,495.00,59400.00,59400.00,20640.24,38759.76,38759.76,Thai Baht
IV,2983307,2018-09-24,Symantec Enterprise,SEP-SUP-100-250,120,0.00,0.00,0.00,35080.56,-35080.56,-35080.56,Thai Baht
IV,2983325,2018-09-24,VMWare Inc,VS6-ESSL-KIT-C,1,14300.00,14300.00,14300.00,13884.75,415.25,415.25,Thai Baht
IV,2983325,2018-09-24,VMWare Inc,VS6-ESSL-3SUB-C,1,5400.00,5400.00,5400.00,5096.52,303.48,303.48,Thai Baht
IV,2983475,2018-09-24,Intermec Technologies Corp.,SW-OCR-19XX,1,1255.00,1255.00,1255.00,1170.84,84.16,84.16,Thai Baht
IV,2983659,2018-09-24,Intermec Technologies Corp.,STND-15R00-000-6,40,370.00,14800.00,14800.00,13823.89,976.11,976.11,Thai Baht
IV,2983689,2018-09-24,NetApp BV,SW-2-CL-BASE,1,5000.00,5000.00,5000.00,0.00,5000.00,5000.00,Thai Baht
IV,2983789,2018-09-25,Fortinet RR,FG-100E-BDL,1,56500.00,56500.00,56500.00,52472.09,4027.91,4027.91,Thai Baht
IV,2983918,2018-09-25,Intermec Technologies Corp.,MK7120-31A38,1,5000.00,5000.00,4975.00,3893.21,1081.79,1106.79,Thai Baht
IV,2983927,2018-09-25,Fortinet PJ,FG-51E-BDL-950-12,1,28910.00,28910.00,28910.00,26524.68,2385.32,2385.32,Thai Baht
IV,2983964,2018-09-25,F5 Networks,F5-BIG-LTM-VE-3G-V16,4,475000.00,1900000.00,1900000.00,1381910.88,518089.12,518089.12,Thai Baht
IV,2983964,2018-09-25,F5 Networks,F5-SVC-BIG-VE+PREL13,4,0.00,0.00,0.00,382898.02,-382898.02,-382898.02,Thai Baht
IV,2984000,2018-09-25,Intermec Technologies Corp.,MK7120-31A38,20,4100.00,82000.00,82000.00,79539.15,2460.85,2460.85,Thai Baht
IV,2984057,2018-09-25,Intermec Technologies Corp.,MK7120-31A38,1,5000.00,5000.00,4975.00,3893.21,1081.79,1106.79,Thai Baht
IV,2984082,2018-09-25,Intermec Technologies Corp.,EDA50-011-C121NGRK,40,15800.00,632000.00,632000.00,613039.14,18960.86,18960.86,Thai Baht
IV,2984148,2018-09-25,Intermec Technologies Corp.,EDA50-011-C111R,2,10800.00,21600.00,21600.00,21532.76,67.24,67.24,Thai Baht
IV,2984170,2018-09-25,Fortinet PJ,FG-900D-BDL,1,754100.00,754100.00,754100.00,492280.35,261819.65,261819.65,Thai Baht
IV,2984170,2018-09-25,Fortinet PJ,FAZ-400E,1,0.00,0.00,0.00,174085.86,-174085.86,-174085.86,Thai Baht
IV,2984170,2018-09-25,Fortinet RR,FC-10-L0401-247-02-12,1,0.00,0.00,0.00,34521.39,-34521.39,-34521.39,Thai Baht
IV,2984262,2018-09-25,Intermec Technologies Corp.,1250G-2USB-1,80,2000.00,160000.00,160000.00,155200.00,4800.00,4800.00,Thai Baht
IV,2984288,2018-09-25,Fortinet RR,FG-50E-BDL,1,20900.00,20900.00,20900.00,17573.30,3326.70,3326.70,Thai Baht
IV,2984288,2018-09-25,Fortinet RR,FC-10-0050E-131-02-12,1,3300.00,3300.00,3300.00,2732.40,567.60,567.60,Thai Baht
IV,2984382,2018-09-25,Symantec Enterprise,SEP-COM-1-24-AP-B,3,316.00,948.00,943.26,855.36,87.90,92.64,Thai Baht
IV,2984382,2018-09-25,Symantec Enterprise,SEP-CSUP-1-24-AP-B,3,395.00,1185.00,1179.07,1069.20,109.87,115.80,Thai Baht
IV,2984387,2018-09-25,Intermec Technologies Corp.,PX6C010000001120,3,59900.00,179700.00,179700.00,179925.61,-225.61,-225.61,Thai Baht
IV,2984387,2018-09-25,Intermec Technologies Corp.,PX6C010000000020,1,54150.00,54150.00,54150.00,46826.81,7323.19,7323.19,Thai Baht
IV,2984485,2018-09-26,Intermec Technologies Corp.,1902GHD-2USB-5-A,24,17700.00,424800.00,424800.00,422083.25,2716.75,2716.75,Thai Baht
IV,2984485,2018-09-26,Intermec Technologies Corp.,1981IFR-3USB-5,8,23900.00,191200.00,191200.00,176992.91,14207.09,14207.09,Thai Baht
IV,2984485,2018-09-26,Intermec Technologies Corp.,MB4-BAT-SCN01NAD0,4,7300.00,29200.00,29200.00,27216.14,1983.86,1983.86,Thai Baht
IV,2984485,2018-09-26,Intermec Technologies Corp.,STND-15R00-000-6,14,770.00,10780.00,10780.00,9998.28,781.72,781.72,Thai Baht
IV,2984501,2018-09-26,Huawei Enterprise,PSHW-PS-HUAWEI.,1,45000.00,45000.00,45000.00,40000.00,5000.00,5000.00,Thai Baht
IV,2984513,2018-09-26,Intermec Technologies Corp.,"74,789.00 ",2,680.00,1360.00,1360.00,1284.61,75.39,75.39,Thai Baht
IV,2984513,2018-09-26,Intermec Technologies Corp.,825-191-001,2,1100.00,2200.00,2200.00,2096.72,103.28,103.28,Thai Baht
IV,2984513,2018-09-26,Intermec Technologies Corp.,PB50B10804100,2,24000.00,48000.00,48000.00,45872.82,2127.18,2127.18,Thai Baht
IV,2984518,2018-09-26,Huawei Enterprise,"98,010,546.00 ",55,8500.00,467500.00,467500.00,445754.95,21745.05,21745.05,Thai Baht
IV,2984531,2018-09-26,Intermec Technologies Corp.,BL-701-101B,5,1400.00,7000.00,7000.00,6790.00,210.00,210.00,Thai Baht
IV,2984540,2018-09-26,Symantec Enterprise,SEP-COM-1-24-AP-B,4,711.00,2844.00,2844.00,1140.48,1703.52,1703.52,Thai Baht
IV,2984540,2018-09-26,Symantec Enterprise,SEP-CSUP-1-24-AP-B,4,0.00,0.00,0.00,1425.60,-1425.60,-1425.60,Thai Baht
IV,2984542,2018-09-26,Fortinet RR,FG-60E-BDL-900-36,2,35200.00,70400.00,70400.00,54021.52,16378.48,16378.48,Thai Baht
IV,2984559,2018-09-26,Intermec Technologies Corp.,60S-LEN-C111XE,11,18800.00,206800.00,206800.00,200543.86,6256.14,6256.14,Thai Baht
IV,2984563,2018-09-26,Huawei Enterprise,02350DLW,4,33500.00,134000.00,134000.00,108537.16,25462.84,25462.84,Thai Baht
IV,2984563,2018-09-26,Huawei Enterprise,02311BXV,4,0.00,0.00,0.00,15844.84,-15844.84,-15844.84,Thai Baht
IV,2984563,2018-09-26,Huawei Enterprise,"2,356,816.00 ",1,19900.00,19900.00,19900.00,18496.87,1403.13,1403.13,Thai Baht
IV,2984563,2018-09-26,Huawei Enterprise,"50,082,935.00 ",8,7000.00,56000.00,56000.00,52287.96,3712.04,3712.04,Thai Baht
IV,2984563,2018-09-26,Huawei Enterprise,02311BXV,1,4400.00,4400.00,4400.00,3961.21,438.79,438.79,Thai Baht
IV,2984563,2018-09-26,Huawei Enterprise,"50,082,932.00 ",1,8500.00,8500.00,8500.00,7856.40,643.60,643.60,Thai Baht
IV,2984563,2018-09-26,Huawei Enterprise,"50,083,102.00 ",2,3700.00,7400.00,7400.00,6469.98,930.02,930.02,Thai Baht
IV,2984563,2018-09-26,Huawei Enterprise,"2,220,867.00 ",2,0.00,0.00,0.00,465.53,-465.53,-465.53,Thai Baht
IV,2984578,2018-09-26,Veeam,E-VBRENT-VS-P0000-00,12,35770.00,429240.00,429240.00,359650.30,69589.70,69589.70,Thai Baht
IV,2984578,2018-09-26,Veeam,V-VBRENT-VS-P024Y-00,12,2400.00,28800.00,28800.00,23363.50,5436.50,5436.50,Thai Baht
IV,2984578,2018-09-26,Veeam,V-VBRENT-VS-P01MR-00,36,0.00,0.00,0.00,31537.19,-31537.19,-31537.19,Thai Baht
IV,2984633,2018-09-26,Fujitsu Scanner,PA03656-B301,1,17000.00,17000.00,17000.00,16000.00,1000.00,1000.00,Thai Baht
IV,2984636,2018-09-26,Symantec Enterprise,SEP-NEW-S-250-500-1Y,300,430.00,129000.00,129000.00,122133.30,6866.70,6866.70,Thai Baht
IV,2984714,2018-09-26,Fortinet RR,FG-80E-BDL,1,87600.00,87600.00,87600.00,23745.74,63854.26,63854.26,Thai Baht
IV,2984714,2018-09-26,Fortinet Service,FC-10-00E80-900-02-36,1,0.00,0.00,0.00,26487.00,-26487.00,-26487.00,Thai Baht
IV,2984714,2018-09-26,Fortinet RR,FC-10-00E80-131-02-12,1,0.00,0.00,0.00,2943.00,-2943.00,-2943.00,Thai Baht
IV,2984714,2018-09-26,Fortinet RR,FG-80E-AR-01,4,4500.00,18000.00,18000.00,17200.00,800.00,800.00,Thai Baht
IV,2984714,2018-09-26,Fortinet RR,SP-RACKTRAY-02,1,4000.00,4000.00,4000.00,3811.93,188.07,188.07,Thai Baht
IV,2984714,2018-09-26,Fortinet PJ,FC-10-00E80-131-02-36,1,0.00,0.00,0.00,8829.00,-8829.00,-8829.00,Thai Baht
IV,2984715,2018-09-26,Intermec Technologies Corp.,CN51AN1KCU2W1000,10,25004.00,250040.00,250040.00,243811.10,6228.90,6228.90,Thai Baht
IV,2984722,2018-09-26,Huawei Enterprise,"98,010,637.00 ",2,25800.00,51600.00,51342.00,46867.89,4474.11,4732.11,Thai Baht
IV,2984770,2018-09-26,Symantec Enterprise,SEP-COM-1-24-AP-B,2,315.00,630.00,630.00,566.78,63.22,63.22,Thai Baht
IV,2984770,2018-09-26,Symantec Enterprise,SEP-CSUP-1-24-AP-B,6,395.00,2370.00,2370.00,2125.44,244.56,244.56,Thai Baht
IV,2984788,2018-09-26,Symantec Enterprise,SEP-COM-1-24-AP-B,6,210.00,1260.00,1260.00,1140.48,119.52,119.52,Thai Baht
IV,2984788,2018-09-26,Symantec Enterprise,SEP-CSUP-1-24-AP-B,18,395.00,7110.00,7110.00,6415.20,694.80,694.80,Thai Baht
IV,2984798,2018-09-26,Symantec Enterprise,SEP-COM-1-24-AP-B,1,315.00,315.00,315.00,282.53,32.47,32.47,Thai Baht
IV,2984798,2018-09-26,Symantec Enterprise,SEP-CSUP-1-24-AP-B,5,395.00,1975.00,1975.00,1765.80,209.20,209.20,Thai Baht
IV,2984799,2018-09-26,Symantec Enterprise,SEP-COM-1-24-AP-B,8,300.00,2400.00,2400.00,2260.22,139.78,139.78,Thai Baht
IV,2984799,2018-09-26,Symantec Enterprise,SEP-CSUP-1-24-AP-B,24,375.00,9000.00,9000.00,8475.84,524.16,524.16,Thai Baht
IV,2984802,2018-09-26,Symantec Enterprise,SEP-COM-1-24-AP-B,8,300.00,2400.00,2400.00,2260.22,139.78,139.78,Thai Baht
IV,2984802,2018-09-26,Symantec Enterprise,SEP-CSUP-1-24-AP-B,8,375.00,3000.00,3000.00,2825.28,174.72,174.72,Thai Baht
IV,2984803,2018-09-26,Symantec Enterprise,SEP-COM-1-24-AP-B,1,1500.00,1500.00,1500.00,282.53,1217.47,1217.47,Thai Baht
IV,2984803,2018-09-26,Symantec Enterprise,SEP-CSUP-1-24-AP-B,3,0.00,0.00,0.00,1059.48,-1059.48,-1059.48,Thai Baht
IV,2984911,2018-09-26,Fortinet RR,FG-80E-BDL,1,37200.00,37200.00,37200.00,34506.72,2693.28,2693.28,Thai Baht
IV,2984914,2018-09-26,Fujitsu Scanner,PA03753-B001,1,8900.00,8900.00,8900.00,8455.00,445.00,445.00,Thai Baht
IV,2984954,2018-09-26,Fortinet RR,FG-60E-BDL,1,18800.00,18800.00,18800.00,18168.09,631.91,631.91,Thai Baht
IV,2985128,2018-09-26,Symantec Enterprise,S-SBE-NEW-50-100-1Y,50,240.00,12000.00,12000.00,10395.00,1605.00,1605.00,Thai Baht
IV,2985148,2018-09-26,Fujitsu Scanner,PA03708-B021,1,100.00,100.00,100.00,10720.00,-10620.00,-10620.00,Thai Baht
IV,2985148,2018-09-26,Fujitsu Scanner,PA03670-B051,150,16193.34,2429001.00,2429001.00,2345507.52,83493.48,83493.48,Thai Baht
IV,2985148,2018-09-26,Fujitsu Scanner,MA8X5NBD-FJS-A3-01,3,0.00,0.00,0.00,4800.00,-4800.00,-4800.00,Thai Baht
IV,2985150,2018-09-26,Symantec Enterprise,SEP-COM-1-24-AP-B,3,316.00,948.00,948.00,855.36,92.64,92.64,Thai Baht
IV,2985150,2018-09-26,Symantec Enterprise,SEP-CSUP-1-24-AP-B,3,395.00,1185.00,1185.00,1069.20,115.80,115.80,Thai Baht
IV,2985199,2018-09-26,Oracle Corp,B73304Y3,1,101460.00,101460.00,101460.00,94208.40,7251.60,7251.60,Thai Baht
IV,2985199,2018-09-26,Oracle Corp,B73304,1,31402.80,31402.80,31402.80,31402.80,0.00,0.00,Thai Baht
IV,2985199,2018-09-26,Oracle Corp,B73304,1,31402.80,31402.80,31402.80,31402.80,0.00,0.00,Thai Baht
IV,2985202,2018-09-26,VMWare Inc,WS15-PRO-C,1,7400.00,7400.00,7400.00,6703.17,696.83,696.83,Thai Baht
IV,2985213,2018-09-26,VMWare Inc,WS14-PRO-C,1,7400.00,7400.00,7400.00,6764.67,635.33,635.33,Thai Baht
IV,2985245,2018-09-26,Dell IOT & OEM,SPN-56249-F,120,0.00,0.00,0.00,0.00,0.00,0.00,Thai Baht
IV,2985245,2018-09-26,Dell IOT & OEM,SPN-56238-F,60,0.00,0.00,0.00,0.00,0.00,0.00,Thai Baht
IV,2985245,2018-09-26,Dell IOT & OEM,SPN-56260-F,1,0.00,0.00,0.00,52480.00,-52480.00,-52480.00,Thai Baht
IV,2985245,2018-09-26,Dell IOT & OEM,SPN-56230-F,1,1235000.00,1235000.00,1235000.00,1032617.60,202382.40,202382.40,Thai Baht
IV,2985245,2018-09-26,Dell IOT & OEM,SPN-56250-F,1,0.00,0.00,0.00,0.00,0.00,0.00,Thai Baht
IV,2985245,2018-09-26,Dell IOT & OEM,SPN-56251-F,1,0.00,0.00,0.00,0.00,0.00,0.00,Thai Baht
IV,2985250,2018-09-26,Intermec Technologies Corp.,1900GSR-2USB-A,98,3700.00,362600.00,362600.00,377283.48,-14683.48,-14683.48,Thai Baht
IV,2985250,2018-09-26,Intermec Technologies Corp.,1900GSR-2USB,22,3700.00,81400.00,81400.00,53333.26,28066.74,28066.74,Thai Baht
IV,2985251,2018-09-26,Symantec Enterprise,SEP-NEW-S-2500-5K-1Y,4500,200.00,900000.00,900000.00,913050.00,-13050.00,-13050.00,Thai Baht
IV,2985251,2018-09-26,Symantec Enterprise,ATP-EN-ADD-2500-5K-1Y.,4500,500.00,2250000.00,2250000.00,2007360.00,242640.00,242640.00,Thai Baht
IV,2985252,2018-09-26,VMWare Inc,FUS11-PRO-C,3,4700.00,14100.00,14029.50,12869.74,1159.76,1230.26,Thai Baht
IV,2985282,2018-09-26,"Rubrik, Inc.",RBK-R6304S-01,1,2130000.00,2130000.00,2130000.00,1365543.81,764456.19,764456.19,Thai Baht
IV,2985282,2018-09-26,"Rubrik, Inc.",RBK-SVC-PREM-APPLIANCE,1,0.00,0.00,0.00,675565.20,-675565.20,-675565.20,Thai Baht
IV,2985416,2018-09-27,Intermec Technologies Corp.,CN51AN1KN00W2000,40,25030.00,1001200.00,1001200.00,971144.54,30055.46,30055.46,Thai Baht
IV,2985420,2018-09-27,Intermec Technologies Corp.,871-230-101,30,7800.00,234000.00,234000.00,183975.30,50024.70,50024.70,Thai Baht
IV,2985420,2018-09-27,Intermec Technologies Corp.,CK3RAB4S000W4100,100,21430.00,2143000.00,2143000.00,2121672.79,21327.21,21327.21,Thai Baht
IV,2985445,2018-09-27,Veritas,14736-M2953,1,28675.00,28675.00,28675.00,27241.25,1433.75,1433.75,Thai Baht
IV,2985446,2018-09-27,Veritas,13670-M0032,1,28675.00,28675.00,28675.00,26670.27,2004.73,2004.73,Thai Baht
IV,2985446,2018-09-27,Veritas,13131-M0032,1,17095.00,17095.00,17095.00,14522.31,2572.69,2572.69,Thai Baht
IV,2985447,2018-09-27,Symantec Enterprise,S-SBE-NEW-1-25-1Y,3,733.33,2199.99,2199.99,1922.76,277.23,277.23,Thai Baht
IV,2985465,2018-09-27,Arista Networks,SVC-7150S-24-1M-SH4,4,3520.00,14080.00,14080.00,5801.40,8278.60,8278.60,Thai Baht
IV,2985465,2018-09-27,Arista Networks,SVC-7150S-24-1M-SH4,4,0.00,0.00,0.00,5801.40,-5801.40,-5801.40,Thai Baht
IV,2985469,2018-09-27,Intermec Technologies Corp.,1250G-2USB-1,50,2050.00,102500.00,102500.00,99403.81,3096.19,3096.19,Thai Baht
IV,2985500,2018-09-27,Veeam,V-VASPLS-VS-P0000-00,16,45700.00,731200.00,727544.00,667472.40,60071.60,63727.60,Thai Baht
IV,2985618,2018-09-27,Intermec Technologies Corp.,CN51AN1KN00W2000,30,25030.00,750900.00,750900.00,830811.28,-79911.28,-79911.28,Thai Baht
IV,2985618,2018-09-27,Intermec Technologies Corp.,871-033-021,60,3670.00,220200.00,220200.00,200152.32,20047.68,20047.68,Thai Baht
IV,2985618,2018-09-27,Intermec Technologies Corp.,851-093-311,80,1500.00,120000.00,120000.00,107132.85,12867.15,12867.15,Thai Baht
IV,2985618,2018-09-27,Intermec Technologies Corp.,805-679-001,80,3030.00,242400.00,242400.00,170297.99,72102.01,72102.01,Thai Baht
IV,2985618,2018-09-27,Intermec Technologies Corp.,852-068-011,10,7800.00,78000.00,78000.00,59769.04,18230.96,18230.96,Thai Baht
IV,2985688,2018-09-27,Symantec Enterprise,ALT-AMS-NEW-1-25,1,0.00,0.00,0.00,131364.46,-131364.46,-131364.46,Thai Baht
IV,2985688,2018-09-27,Symantec Enterprise,ALT-AMS-SUP-1-25,1,0.00,0.00,0.00,38320.53,-38320.53,-38320.53,Thai Baht
IV,2985688,2018-09-27,Symantec Enterprise,ALT-NEW-500-1K,607,1153.50,700174.50,700174.50,371605.10,328569.40,328569.40,Thai Baht
IV,2985688,2018-09-27,Symantec Enterprise,ALT-SUP-500-1K,607,0.00,0.00,0.00,111981.48,-111981.48,-111981.48,Thai Baht
IV,2985688,2018-09-27,Symantec Enterprise,SEP-NEW-500-1K,607,403.50,244924.50,244924.50,97094.81,147829.69,147829.69,Thai Baht
IV,2985688,2018-09-27,Symantec Enterprise,SEP-SUP-500-1K,607,0.00,0.00,0.00,139372.97,-139372.97,-139372.97,Thai Baht
IV,2985689,2018-09-27,Symantec Enterprise,SEP-COM-1-24-AP-B,5,268.60,1343.00,1343.00,941.76,401.24,401.24,Thai Baht
IV,2985689,2018-09-27,Symantec Enterprise,SEP-CSUP-1-24-AP-B,5,395.00,1975.00,1975.00,1765.80,209.20,209.20,Thai Baht
IV,2985705,2018-09-27,Symantec Enterprise,SEP-COM-1-24-AP-B,3,711.00,2133.00,2133.00,855.36,1277.64,1277.64,Thai Baht
IV,2985705,2018-09-27,Symantec Enterprise,SEP-CSUP-1-24-AP-B,3,0.00,0.00,0.00,1069.20,-1069.20,-1069.20,Thai Baht
IV,2985707,2018-09-27,Symantec Enterprise,SEP-COM-1-24-AP-B,6,316.00,1896.00,1896.00,1710.72,185.28,185.28,Thai Baht
IV,2985707,2018-09-27,Symantec Enterprise,SEP-CSUP-1-24-AP-B,6,395.00,2370.00,2370.00,2138.40,231.60,231.60,Thai Baht
IV,2985708,2018-09-27,Symantec Enterprise,SEP-COM-1-24-AP-B,2,316.00,632.00,632.00,570.24,61.76,61.76,Thai Baht
IV,2985708,2018-09-27,Symantec Enterprise,SEP-CSUP-1-24-AP-B,2,395.00,790.00,790.00,712.80,77.20,77.20,Thai Baht
IV,2985712,2018-09-27,Symantec Enterprise,ALT-SUP-1-25,20,0.00,0.00,0.00,3230.76,-3230.76,-3230.76,Thai Baht
IV,2985712,2018-09-27,Symantec Enterprise,ALT-NEW-1-25,20,925.00,18500.00,18500.00,15416.50,3083.50,3083.50,Thai Baht
IV,2985712,2018-09-27,Symantec Enterprise,SEE-NEW-1-25,20,0.00,0.00,0.00,27025.00,-27025.00,-27025.00,Thai Baht
IV,2985712,2018-09-27,Symantec Enterprise,SPS-EE-NEW-1-25,20,520.00,10400.00,10400.00,7521.00,2879.00,2879.00,Thai Baht
IV,2985712,2018-09-27,Symantec Enterprise,SPS-EE-SUP-1-25,20,0.00,0.00,0.00,9404.52,-9404.52,-9404.52,Thai Baht
IV,2985712,2018-09-27,Symantec Enterprise,SEE-SUP-1-25,20,2330.00,46600.00,46600.00,8829.00,37771.00,37771.00,Thai Baht
IV,2985713,2018-09-27,NetApp BV,E2812,1,475000.00,475000.00,475000.00,0.00,475000.00,475000.00,Thai Baht
IV,2985713,2018-09-27,NetApp BV,E-X5724A-0E-C,1,0.00,0.00,0.00,20136.98,-20136.98,-20136.98,Thai Baht
IV,2985713,2018-09-27,NetApp BV,E2800A-8GB-FC-0E-C,2,0.00,0.00,0.00,179237.10,-179237.10,-179237.10,Thai Baht
IV,2985713,2018-09-27,NetApp BV,E-X4103A-0E-C,12,0.00,0.00,0.00,75508.80,-75508.80,-75508.80,Thai Baht
IV,2985713,2018-09-27,NetApp BV,OS-SANTRICITY1-CAP1-0E-C,480,0.00,0.00,0.00,28429.14,-28429.14,-28429.14,Thai Baht
IV,2985713,2018-09-27,NetApp BV,X-48895-00-0E-R6-C,4,0.00,0.00,0.00,16108.49,-16108.49,-16108.49,Thai Baht
IV,2985713,2018-09-27,NetApp BV,X-00061-00-0E-C,2,0.00,0.00,0.00,4530.56,-4530.56,-4530.56,Thai Baht
IV,2985713,2018-09-27,NetApp BV,DOC-DE2XXC-SYS-C,1,0.00,0.00,0.00,0.00,0.00,0.00,Thai Baht
IV,2985713,2018-09-27,NetApp BV,X-52197-00-0E-C,1,0.00,0.00,0.00,533.73,-533.73,-533.73,Thai Baht
IV,2985713,2018-09-27,NetApp BV,CS-WARRANTY-EXTENSION,1,0.00,0.00,0.00,28534.33,-28534.33,-28534.33,Thai Baht
IV,2985713,2018-09-27,NetApp BV,CS-S-SSP-4D,1,0.00,0.00,0.00,37239.05,-37239.05,-37239.05,Thai Baht
IV,2985713,2018-09-27,NetApp BV,X-26011-00,4,0.00,0.00,0.00,6845.87,-6845.87,-6845.87,Thai Baht
